,pred,depth,homogeneity,lift,coverage,number_of_variable
0,0,1,0.991,1.0959,0.748,1
1,0,2,0.893,0.9876,0.154,2
2,0,3,0.725,0.8018,0.036,3
3,1,3,1.0,10.4439,0.062,3
